prov,year,month,population,ng_customers,ng_sales_cm3,ng_price ,utility_sales,direct_sales,hdd,gdp,cpi,heating_oil,electric_over_5000kw,electric_under_5000kw,unem_unadj,unem_seasonally,building_permits,vacancy_rate,pct15,pct65,disposable_inc,henry_hub,carbon_tonne,carbon_natural_gas,aeco,full_inc,hhld_d_income
British Columbia,1998,1,"3,983,113",718682,321850,21.65,..,,426.3,"153,811",93.1,43.4,57.2,57.8,10,9.2,1335,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.8,69670000000,17491.34408
British Columbia,1998,2,"3,983,113",720660,234899,22.09,..,,370.4,"153,811",92.9,42.9,57.2,57.8,10.2,9.5,1402,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.73,69670000000,17491.34408
British Columbia,1998,3,"3,983,113",721330,226415,22.4,..,,423.5,"153,811",93.2,42.9,57.2,57.8,10.1,9.5,2063,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.71,69670000000,17491.34408
British Columbia,1998,4,"3,983,113",722358,158728,23.55,..,,268.9,"153,811",93.2,41.9,57.2,57.8,9.3,9,2368,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.84,69670000000,17491.34408
British Columbia,1998,5,"3,983,113",722958,119282,21.99,..,,196.4,"153,811",93.6,41,57.2,57.8,9.5,9.5,2231,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.84,69670000000,17491.34408
British Columbia,1998,6,"3,983,113",723709,74604,28.12,..,,58.4,"153,811",93.7,41,57.2,57.8,8.8,9.3,2564,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.71,69670000000,17491.34408
British Columbia,1998,7,"3,983,113",724587,63619,27.93,..,,27.8,"153,811",93.7,41,57.2,57.8,9.1,8.9,1904,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.83,69670000000,17491.34408
British Columbia,1998,8,"3,983,113",725194,57130,29.2,..,,21.1,"153,811",93.7,41,57.2,57.8,8.4,8.5,1839,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.78,69670000000,17491.34408
British Columbia,1998,9,"3,983,113",726352,56454,28.66,..,,89.6,"153,811",93.3,40.2,57.2,57.8,7.5,8.2,1471,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.56,69670000000,17491.34408
British Columbia,1998,10,"3,983,113",729024,141486,21.91,..,,257.2,"153,811",93.5,40.7,57.2,57.8,7.4,8,1077,2.7,0.20222424,0.127907493,69670,2.09,0,0,1.86,69670000000,17491.34408
British Columbia,1998,11,"3,983,113",730487,232199,21.95,..,,309.7,"153,811",93.3,40.2,57.2,57.8,7.8,7.8,1698,2.7,0.20222424,0.127907493,69670,2.09,0,0,2.19,69670000000,17491.34408
British Columbia,1998,12,"3,983,113",733202,324470,23.98,..,,392.3,"153,811",93.1,40.6,57.2,57.8,7.9,8.3,991,2.7,0.20222424,0.127907493,69670,2.09,0,0,2.22,69670000000,17491.34408
British Columbia,1999,1,"4,011,375",744172,299521,24.88,..,,362.6,"159,162",93.3,40.6,57.2,57.8,9,8.3,991,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.04,73480000000,18317.90845
British Columbia,1999,2,"4,011,375",745552,276084,23.91,..,,375.7,"159,162",93.4,39.1,57.2,57.8,8.8,8.3,1062,2.7,0.198908853,0.129381073,73480,2.27,0,0,1.9,73480000000,18317.90845
British Columbia,1999,3,"4,011,375",747859,258348,24.11,..,,330.9,"159,162",93.5,38.4,57.2,57.8,9,8.6,1740,2.7,0.198908853,0.129381073,73480,2.27,0,0,1.8,73480000000,18317.90845
British Columbia,1999,4,"4,011,375",748774,172849,25.42,..,,262,"159,162",94.2,40.4,57.2,57.8,9.1,8.8,1487,2.7,0.198908853,0.129381073,73480,2.27,0,0,1.9,73480000000,18317.90845
British Columbia,1999,5,"4,011,375",748975,145435,25.76,..,,167.4,"159,162",94.3,40,57.2,57.8,8.3,8.3,1856,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.21,73480000000,18317.90845
British Columbia,1999,6,"4,011,375",757314,96913,27.75,..,,50.9,"159,162",94.6,40,57.2,57.8,8.4,8.9,2446,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.22,73480000000,18317.90845
British Columbia,1999,7,"4,011,375",757861,66616,29.96,..,,9.2,"159,162",95,40,57.2,57.8,8.6,8.4,1722,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.33,73480000000,18317.90845
British Columbia,1999,8,"4,011,375",757830,58873,30.73,..,,5.9,"159,162",94.9,43.9,57.2,57.8,8.6,8.1,1401,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.6,73480000000,18317.90845
British Columbia,1999,9,"4,011,375",759997,100222,28.78,..,,72,"159,162",95.2,43.8,57.2,57.8,7.1,7.8,1264,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.86,73480000000,18317.90845
British Columbia,1999,10,"4,011,375",762655,160482,27.29,..,,197.9,"159,162",94.8,45.2,57.2,57.8,7.1,7.6,1865,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.72,73480000000,18317.90845
British Columbia,1999,11,"4,011,375",765116,220020,26,..,,403.5,"159,162",94.6,46.3,57.2,57.8,7.8,7.9,1384,2.7,0.198908853,0.129381073,73480,2.27,0,0,3.06,73480000000,18317.90845
British Columbia,1999,12,"4,011,375",757570,303944,25.61,..,,421.8,"159,162",94.7,49,57.2,57.8,7.2,7.6,1411,2.7,0.198908853,0.129381073,73480,2.27,0,0,2.54,73480000000,18317.90845
British Columbia,2000,1,"4,039,230",752773,321786,27.62,..,,431.6,"166,405",94.4,50.4,57.2,57.8,7.8,7.2,1256,1.3,0.195153532,0.130857614,76230,4.31,0,0,2.5,76230000000,18872.40885
British Columbia,2000,2,"4,039,230",758864,270892,25.63,..,,350.9,"166,405",94.6,52.4,57.2,57.8,7.5,7.1,728,1.3,0.195153532,0.130857614,76230,4.31,0,0,2.62,76230000000,18872.40885
British Columbia,2000,3,"4,039,230",768959,244638,27.41,..,,307.8,"166,405",95.3,55.5,57.2,57.8,7.4,7.2,1266,1.3,0.195153532,0.130857614,76230,4.31,0,0,2.72,76230000000,18872.40885
British Columbia,2000,4,"4,039,230",769627,162657,28.16,..,,205.7,"166,405",95.4,56.5,57.2,57.8,7.2,6.9,1007,1.3,0.195153532,0.130857614,76230,4.31,0,0,3.1,76230000000,18872.40885
British Columbia,2000,5,"4,039,230",770477,132980,46.23,..,,119.6,"166,405",95.7,55.1,57.2,57.8,6.8,6.9,1591,1.3,0.195153532,0.130857614,76230,4.31,0,0,3.35,76230000000,18872.40885
British Columbia,2000,6,"4,039,230",770622,93619,30.92,..,,45,"166,405",96,55.1,57.2,57.8,6.6,6.9,1515,1.3,0.195153532,0.130857614,76230,4.31,0,0,4.33,76230000000,18872.40885
British Columbia,2000,7,"4,039,230",770528,68998,41.12,..,,5.2,"166,405",96.9,55.1,57.2,57.8,7.4,6.9,1614,1.3,0.195153532,0.130857614,76230,4.31,0,0,4.42,76230000000,18872.40885
British Columbia,2000,8,"4,039,230",771451,64192,43.95,..,,5,"166,405",96.8,55.1,57.2,57.8,8.1,7.7,2178,1.3,0.195153532,0.130857614,76230,4.31,0,0,3.93,76230000000,18872.40885
British Columbia,2000,9,"4,039,230",772208,78301,40.35,..,,106.4,"166,405",97,60.2,57.2,57.8,7,7.6,1433,1.3,0.195153532,0.130857614,76230,4.31,0,0,4.66,76230000000,18872.40885
British Columbia,2000,10,"4,039,230",791969,142245,37.44,..,,222.4,"166,405",97.1,62.6,57.2,57.8,7,7.7,858,1.3,0.195153532,0.130857614,76230,4.31,0,0,5.53,76230000000,18872.40885
British Columbia,2000,11,"4,039,230",775284,258381,36.02,..,,335.1,"166,405",97.2,63,57.2,57.8,6.8,7,870,1.3,0.195153532,0.130857614,76230,4.31,0,0,5.79,76230000000,18872.40885
British Columbia,2000,12,"4,039,230",776269,333915,35.43,..,,392.8,"166,405",97,64.5,57.2,57.8,6.5,7,1423,1.3,0.195153532,0.130857614,76230,4.31,0,0,8.28,76230000000,18872.40885
British Columbia,2001,1,"4,076,950",776767,277867,44.69,..,,442.9,"167,541",97.2,61.7,57.2,57.8,7.9,7.3,826,1,0.191036682,0.132370767,80829,3.96,0,0,11.21,80829000000,19825.85021
British Columbia,2001,2,"4,076,950",777115,268520,45.55,..,,383.5,"167,541",95.5,60.5,57.2,57.8,7.9,7.4,911,1,0.191036682,0.132370767,80829,3.96,0,0,8.05,80829000000,19825.85021
British Columbia,2001,3,"4,076,950",777597,224419,45.2,..,,298.8,"167,541",96.1,60,57.2,57.8,7,6.8,1505,1,0.191036682,0.132370767,80829,3.96,0,0,6.48,80829000000,19825.85021
British Columbia,2001,4,"4,076,950",778117,168848,46.01,..,,236.3,"167,541",97.6,58.6,57.2,57.8,7.4,7.1,1511,1,0.191036682,0.132370767,80829,3.96,0,0,6.59,80829000000,19825.85021
British Columbia,2001,5,"4,076,950",777982,102342,48.58,..,,115.8,"167,541",98.1,59.6,57.2,57.8,6.8,6.8,2137,1,0.191036682,0.132370767,80829,3.96,0,0,5.74,80829000000,19825.85021
British Columbia,2001,6,"4,076,950",777342,80590,64.97,..,,75,"167,541",98.7,59.6,57.2,57.8,7,7.5,1944,1,0.191036682,0.132370767,80829,3.96,0,0,4.44,80829000000,19825.85021
British Columbia,2001,7,"4,076,950",777077,69639,51.18,..,,16.1,"167,541",98.7,59.6,57.2,57.8,7.7,7.5,1694,1,0.191036682,0.132370767,80829,3.96,0,0,3.75,80829000000,19825.85021
British Columbia,2001,8,"4,076,950",777389,65031,52.34,..,,5,"167,541",98.5,59.6,57.2,57.8,8.5,8.2,1553,1,0.191036682,0.132370767,80829,3.96,0,0,3.53,80829000000,19825.85021
British Columbia,2001,9,"4,076,950",778035,73421,51,..,,100.3,"167,541",99,58.6,57.2,57.8,7.1,7.8,1265,1,0.191036682,0.132370767,80829,3.96,0,0,2.76,80829000000,19825.85021
British Columbia,2001,10,"4,076,950",779521,161667,37.75,..,,207.9,"167,541",98.3,55.3,57.2,57.8,7.6,8.3,2117,1,0.191036682,0.132370767,80829,3.96,0,0,2.4,80829000000,19825.85021
British Columbia,2001,11,"4,076,950",780825,222490,38.21,..,,370.6,"167,541",97.5,54.5,57.2,57.8,8.3,8.6,963,1,0.191036682,0.132370767,80829,3.96,0,0,3.33,80829000000,19825.85021
British Columbia,2001,12,"4,076,950",782379,286664,37.85,..,,415.3,"167,541",97.4,49.8,57.2,57.8,9.4,9.8,1116,1,0.191036682,0.132370767,80829,3.96,0,0,3.2,80829000000,19825.85021
British Columbia,2002,1,"4,100,564",783041,308915,35.54,..,,362.6,"174,214",97.9,49,57.2,57.8,9.8,9,1038,1.4,0.187262777,0.134030831,86094,3.38,0,0,3.71,86094000000,20995.6484
British Columbia,2002,2,"4,100,564",784518,240754,43.39,..,,384.2,"174,214",98.3,47.4,57.2,57.8,9.4,8.9,1749,1.4,0.187262777,0.134030831,86094,3.38,0,0,2.71,86094000000,20995.6484
British Columbia,2002,3,"4,100,564",784444,301230,35.72,..,,355.1,"174,214",98.9,49.9,57.2,57.8,9.2,9.2,1835,1.4,0.187262777,0.134030831,86094,3.38,0,0,3.23,86094000000,20995.6484
British Columbia,2002,4,"4,100,564",784610,168750,37.44,..,,261.2,"174,214",99.8,55.2,57.2,57.8,9.1,8.8,2646,1.4,0.187262777,0.134030831,86094,3.38,0,0,3.91,86094000000,20995.6484
British Columbia,2002,5,"4,100,564",784760,119773,38.72,..,,156.6,"174,214",100.2,53.3,57.2,57.8,9.3,9.3,2147,1.4,0.187262777,0.134030831,86094,3.38,0,0,3.91,86094000000,20995.6484
British Columbia,2002,6,"4,100,564",785157,68795,44.06,..,,49.9,"174,214",100.3,53.3,57.2,57.8,8.1,8.7,2176,1.4,0.187262777,0.134030831,86094,3.38,0,0,3.54,86094000000,20995.6484
British Columbia,2002,7,"4,100,564",784999,79257,42.48,..,,16,"174,214",100.6,53.3,57.2,57.8,8.4,8.2,2417,1.4,0.187262777,0.134030831,86094,3.38,0,0,3.17,86094000000,20995.6484
British Columbia,2002,8,"4,100,564",785504,68421,44.3,..,,21.3,"174,214",100.7,53.3,57.2,57.8,8,7.6,2580,1.4,0.187262777,0.134030831,86094,3.38,0,0,2.93,86094000000,20995.6484
British Columbia,2002,9,"4,100,564",787958,81011,42.37,..,,84.1,"174,214",100.8,57.4,57.2,57.8,7.3,7.8,1981,1.4,0.187262777,0.134030831,86094,3.38,0,0,3.51,86094000000,20995.6484
British Columbia,2002,10,"4,100,564",789171,166637,36.72,..,,246.8,"174,214",100.7,62.5,57.2,57.8,7.6,8,2499,1.4,0.187262777,0.134030831,86094,3.38,0,0,4.27,86094000000,20995.6484
British Columbia,2002,11,"4,100,564",791003,225524,36.26,..,,367.7,"174,214",100.9,59.5,57.2,57.8,8.3,8.4,1781,1.4,0.187262777,0.134030831,86094,3.38,0,0,4.85,86094000000,20995.6484
British Columbia,2002,12,"4,100,564",792830,267846,35.71,..,,420.9,"174,214",100.8,56.2,57.2,57.8,8.1,8.8,1923,1.4,0.187262777,0.134030831,86094,3.38,0,0,4.94,86094000000,20995.6484
British Columbia,2003,1,"4,124,482",792655,265921,36.65,..,,464.7,"178,240",101,61.2,57.2,57.8,8.8,8.1,1422,2,0.184279868,0.135914037,88459,5.47,0,0,5.88,88459000000,21447.29932
British Columbia,2003,2,"4,124,482",793275,251873,36.62,..,,340.1,"178,240",101.5,63.2,57.2,57.8,8.5,8.1,1306,2,0.184279868,0.135914037,88459,5.47,0,0,6.83,88459000000,21447.29932
British Columbia,2003,3,"4,124,482",793732,242777,37,..,,329.7,"178,240",102.3,74.6,57.2,57.8,7.7,7.9,3072,2,0.184279868,0.135914037,88459,5.47,0,0,8.94,88459000000,21447.29932
British Columbia,2003,4,"4,124,482",793808,163665,47.18,..,,272.1,"178,240",102.1,62.4,57.2,57.8,8.1,7.9,2034,2,0.184279868,0.135914037,88459,5.47,0,0,5.88,88459000000,21447.29932
British Columbia,2003,5,"4,124,482",794070,108631,47.52,..,,162.5,"178,240",102.1,55.6,57.2,57.8,8.5,8.4,2480,2,0.184279868,0.135914037,88459,5.47,0,0,5.73,88459000000,21447.29932
British Columbia,2003,6,"4,124,482",793265,65757,52.28,..,,89.1,"178,240",102,55.6,57.2,57.8,7.6,8.1,2555,2,0.184279868,0.135914037,88459,5.47,0,0,5.93,88459000000,21447.29932
British Columbia,2003,7,"4,124,482",793508,46278,57.42,..,,7.4,"178,240",102.2,55.6,57.2,57.8,8.7,8.5,3208,2,0.184279868,0.135914037,88459,5.47,0,0,5.58,88459000000,21447.29932
British Columbia,2003,8,"4,124,482",792783,53036,55.75,..,,17.8,"178,240",102.6,55.6,57.2,57.8,8.7,8.4,2124,2,0.184279868,0.135914037,88459,5.47,0,0,5.08,88459000000,21447.29932
British Columbia,2003,9,"4,124,482",794290,66232,51.38,..,,114.1,"178,240",102.9,58.2,57.2,57.8,8.2,8.6,2525,2,0.184279868,0.135914037,88459,5.47,0,0,5.19,88459000000,21447.29932
British Columbia,2003,10,"4,124,482",797005,143193,45.31,..,,260.5,"178,240",102.4,54.5,57.2,57.8,7.2,7.7,2451,2,0.184279868,0.135914037,88459,5.47,0,0,4.92,88459000000,21447.29932
British Columbia,2003,11,"4,124,482",799285,279133,42.78,..,,363.6,"178,240",102.5,55.4,57.2,57.8,7.4,7.7,1658,2,0.184279868,0.135914037,88459,5.47,0,0,4.6,88459000000,21447.29932
British Columbia,2003,12,"4,124,482",801255,300859,42.6,..,,457.9,"178,240",102.6,58.1,57.2,57.8,6.4,7.2,2328,2,0.184279868,0.135914037,88459,5.47,0,0,5.11,88459000000,21447.29932
British Columbia,2004,1,"4,155,651",802630,327849,40.29,..,,470.7,"185,250",102.5,60.5,57.2,57.8,8.2,7.6,2649,1.3,0.181440164,0.137631144,93198,5.89,0,0,6.1,93198000000,22426.81111
British Columbia,2004,2,"4,155,651",803613,249086,41.48,..,,362.5,"185,250",102.9,62,57.2,57.8,8.4,7.6,2291,1.3,0.181440164,0.137631144,93198,5.89,0,0,5.83,93198000000,22426.81111
British Columbia,2004,3,"4,155,651",804219,217668,41.89,..,,375.2,"185,250",103.2,66.5,57.2,57.8,7.9,7.7,2876,1.3,0.181440164,0.137631144,93198,5.89,0,0,5.49,93198000000,22426.81111
British Columbia,2004,4,"4,155,651",803405,116119,44.75,..,,313.2,"185,250",103.9,62.9,60,60.6,7.8,7.7,2813,1.3,0.181440164,0.137631144,93198,5.89,0,0,5.64,93198000000,22426.81111
British Columbia,2004,5,"4,155,651",804005,89252,47.95,..,,160.8,"185,250",104.7,72,60,60.6,7.7,7.5,2602,1.3,0.181440164,0.137631144,93198,5.89,0,0,6.28,93198000000,22426.81111
British Columbia,2004,6,"4,155,651",804469,61384,52.25,..,,116,"185,250",104.9,72,60,60.6,6.9,7.3,6030,1.3,0.181440164,0.137631144,93198,5.89,0,0,6.47,93198000000,22426.81111
British Columbia,2004,7,"4,155,651",804867,39333,64.4,..,,19.5,"185,250",104.7,72,60,60.6,7.2,6.9,3030,1.3,0.181440164,0.137631144,93198,5.89,0,0,6.17,93198000000,22426.81111
British Columbia,2004,8,"4,155,651",805890,59723,54.4,..,,35.2,"185,250",104.7,72,60,60.6,8,7.1,2513,1.3,0.181440164,0.137631144,93198,5.89,0,0,5.99,93198000000,22426.81111
British Columbia,2004,9,"4,155,651",808254,81315,50.37,..,,103.3,"185,250",104.8,71.6,60,60.6,6.2,6.6,3165,1.3,0.181440164,0.137631144,93198,5.89,0,0,5.21,93198000000,22426.81111
British Columbia,2004,10,"4,155,651",811120,152446,45.69,..,,247.7,"185,250",104.8,72.8,60,60.6,6.3,6.9,2428,1.3,0.181440164,0.137631144,93198,5.89,0,0,5.29,93198000000,22426.81111
British Columbia,2004,11,"4,155,651",813837,237966,43.59,..,,294.4,"185,250",105,77.3,60,60.6,6.2,6.5,2756,1.3,0.181440164,0.137631144,93198,5.89,0,0,6.58,93198000000,22426.81111
British Columbia,2004,12,"4,155,651",815897,285184,43.05,..,,529.6,"185,250",104.8,71.8,60,60.6,5.6,6.2,1745,1.3,0.181440164,0.137631144,93198,5.89,0,0,6.7,93198000000,22426.81111
British Columbia,2005,1,"4,196,062",817345,347627,42.64,..,,491.5,"194,460",104.8,72.9,60,60.6,7.2,6.7,2113,1.3,0.178328871,0.139164531,97415,8.69,0,0,6.02,97415000000,23215.81521
British Columbia,2005,2,"4,196,062",818321,248734,43.77,..,,393.2,"194,460",105,79.8,60,60.6,7.6,7.1,2354,1.3,0.178328871,0.139164531,97415,8.69,0,0,5.94,97415000000,23215.81521
British Columbia,2005,3,"4,196,062",818988,198005,44.71,..,,406,"194,460",105.3,88.1,60,60.6,6.7,6.6,3131,1.3,0.178328871,0.139164531,97415,8.69,0,0,6.3,97415000000,23215.81521
British Columbia,2005,4,"4,196,062",819758,154769,45.81,..,,267,"194,460",106,88.7,60,60.6,6.2,6.2,3207,1.3,0.178328871,0.139164531,97415,8.69,0,0,6.79,97415000000,23215.81521
British Columbia,2005,5,"4,196,062",820202,75457,54.92,..,,166.4,"194,460",106.3,86.2,60,60.6,6,5.8,3142,1.3,0.178328871,0.139164531,97415,8.69,0,0,6.51,97415000000,23215.81521
British Columbia,2005,6,"4,196,062",820515,68400,49.92,..,,28.4,"194,460",106.4,86.2,60,60.6,5.5,5.9,3418,1.3,0.178328871,0.139164531,97415,8.69,0,0,6.34,97415000000,23215.81521
British Columbia,2005,7,"4,196,062",821259,73129,53.35,..,,16.9,"194,460",106.6,86.2,60,60.6,6.3,5.9,3206,1.3,0.178328871,0.139164531,97415,8.69,0,0,6.87,97415000000,23215.81521
British Columbia,2005,8,"4,196,062",822541,58760,53.14,..,,20.1,"194,460",106.8,86.2,60,60.6,6.3,5.6,3695,1.3,0.178328871,0.139164531,97415,8.69,0,0,7.45,97415000000,23215.81521
British Columbia,2005,9,"4,196,062",824431,85069,46.96,..,,73.4,"194,460",107.3,98.4,60,60.6,5.1,5.5,3243,1.3,0.178328871,0.139164531,97415,8.69,0,0,9.46,97415000000,23215.81521
British Columbia,2005,10,"4,196,062",827059,171629,48.9,..,,246,"194,460",107.1,101.1,60,60.6,4.5,5,3524,1.3,0.178328871,0.139164531,97415,8.69,0,0,11.38,97415000000,23215.81521
British Columbia,2005,11,"4,196,062",829208,281239,43.75,..,,327,"194,460",107.1,95.7,60,60.6,4.5,4.9,2481,1.3,0.178328871,0.139164531,97415,8.69,0,0,10.81,97415000000,23215.81521
British Columbia,2005,12,"4,196,062",831517,344587,45.81,..,,491.6,"194,460",106.7,87.4,60,60.6,4.4,4.9,3877,1.3,0.178328871,0.139164531,97415,8.69,0,0,10.54,97415000000,23215.81521
British Columbia,2006,1,"4,241,794",832882,288252,46.43,..,,334.4,"203,053",106.6,84.9,60,60.6,5.7,5.1,1992,0.7,0.175149241,0.14134279,106502,6.73,0,0,9.52,1.06502E+11,25107.7728
British Columbia,2006,2,"4,241,794",833333,303792,48.98,..,,304.3,"203,053",106.7,80.4,60,60.6,5.2,4.8,2064,0.7,0.175149241,0.14134279,106502,6.73,0,0,7.38,1.06502E+11,25107.7728
British Columbia,2006,3,"4,241,794",834254,290545,48.14,..,,320.7,"203,053",107.2,87.2,60,60.6,4.6,4.6,4044,0.7,0.175149241,0.14134279,106502,6.73,0,0,6.47,1.06502E+11,25107.7728
British Columbia,2006,4,"4,241,794",833965,178184,41.99,..,,246.6,"203,053",107.8,89.2,60,60.6,4.6,4.6,3079,0.7,0.175149241,0.14134279,106502,6.73,0,0,6.18,1.06502E+11,25107.7728
British Columbia,2006,5,"4,241,794",833801,115656,47.45,..,,185,"203,053",108.7,96.4,60,60.6,4.8,4.6,3500,0.7,0.175149241,0.14134279,106502,6.73,0,0,5.71,1.06502E+11,25107.7728
British Columbia,2006,6,"4,241,794",834114,56719,56.64,..,,91.8,"203,053",108.7,96.4,60,60.6,3.9,4.2,3940,0.7,0.175149241,0.14134279,106502,6.73,0,0,5.29,1.06502E+11,25107.7728
British Columbia,2006,7,"4,241,794",834287,51731,61.02,..,,23.9,"203,053",108.8,95.5,60,60.6,5.1,4.6,3191,0.7,0.175149241,0.14134279,106502,6.73,0,0,5.22,1.06502E+11,25107.7728
British Columbia,2006,8,"4,241,794",835766,62703,57.73,..,,26.5,"203,053",109,95.5,60,60.6,5.4,4.8,3650,0.7,0.175149241,0.14134279,106502,6.73,0,0,5.84,1.06502E+11,25107.7728
British Columbia,2006,9,"4,241,794",836665,80506,53.25,..,,81.4,"203,053",108.4,96.6,60,60.6,4.3,4.8,3576,0.7,0.175149241,0.14134279,106502,6.73,0,0,5.12,1.06502E+11,25107.7728
British Columbia,2006,10,"4,241,794",839026,158829,48.41,..,,265.9,"203,053",108.3,79.2,60,60.6,4.2,4.7,3415,0.7,0.175149241,0.14134279,106502,6.73,0,0,4.4,1.06502E+11,25107.7728
British Columbia,2006,11,"4,241,794",841476,248175,46.93,..,,386.7,"203,053",108.7,83.1,60,60.6,4.6,5,3882,0.7,0.175149241,0.14134279,106502,6.73,0,0,6.51,1.06502E+11,25107.7728
British Columbia,2006,12,"4,241,794",843628,298244,46.45,..,,405.5,"203,053",108.8,84.1,60,60.6,4.6,5.1,2502,0.7,0.175149241,0.14134279,106502,6.73,0,0,7.05,1.06502E+11,25107.7728
British Columbia,2007,1,"4,290,984",847173,"348,226",46.84,348226,,427.9,"209,419",109,94.4,61.2,61.5,4.9,4.3,3472,0.7,0.172597241,0.143057164,113402,6.97,0,0,6.27,1.13402E+11,26427.97083
British Columbia,2007,2,"4,290,984",848510,"237,608",47.52,237608,,407.7,"209,419",109.1,89.5,62.3,62.8,4.5,4.2,2248,0.7,0.172597241,0.143057164,113402,6.97,0,0,6.82,1.13402E+11,26427.97083
British Columbia,2007,3,"4,290,984",849131,"236,702",47.59,236702,,342.4,"209,419",109.5,90.2,62.3,62.8,3.9,4.1,3166,0.7,0.172597241,0.143057164,113402,6.97,0,0,6.92,1.13402E+11,26427.97083
British Columbia,2007,4,"4,290,984",849244,"219,022",47.78,219022,,320.2,"209,419",109.9,93.2,62.3,62.8,4.7,4.6,4202,0.7,0.172597241,0.143057164,113402,6.97,0,0,6.74,1.13402E+11,26427.97083
British Columbia,2007,5,"4,290,984",850183,"110,311",52.27,110311,,208.2,"209,419",110.5,90.7,62.3,62.8,4.4,4.2,4449,0.7,0.172597241,0.143057164,113402,6.97,0,0,6.61,1.13402E+11,26427.97083
British Columbia,2007,6,"4,290,984",850444,"68,321",57.5,68321,,82.4,"209,419",110.3,90.7,62.3,62.8,4.1,4.4,4555,0.7,0.172597241,0.143057164,113402,6.97,0,0,6.21,1.13402E+11,26427.97083
British Columbia,2007,7,"4,290,984",850531,"57,692",59.45,57692,,29.5,"209,419",110.5,90.7,62.3,62.8,4.5,4.3,3997,0.7,0.172597241,0.143057164,113402,6.97,0,0,5.43,1.13402E+11,26427.97083
British Columbia,2007,8,"4,290,984",851451,"56,301",59.58,56301,,11.1,"209,419",110.4,90.7,62.3,62.8,4.6,4.1,3227,0.7,0.172597241,0.143057164,113402,6.97,0,0,4.81,1.13402E+11,26427.97083
British Columbia,2007,9,"4,290,984",852809,"91,427",53.61,91427,,56.8,"209,419",110.5,90.1,62.3,62.8,4,4.4,2637,0.7,0.172597241,0.143057164,113402,6.97,0,0,4.42,1.13402E+11,26427.97083
British Columbia,2007,10,"4,290,984",855321,"167,240",45.88,167240,,251,"209,419",110,97.6,62.3,62.8,3.9,4.4,3970,0.7,0.172597241,0.143057164,113402,6.97,0,0,4.96,1.13402E+11,26427.97083
British Columbia,2007,11,"4,290,984",856988,"256,593",45.66,256593,,385.6,"209,419",110.1,101.9,62.3,62.8,3.9,4.3,2466,0.7,0.172597241,0.143057164,113402,6.97,0,0,5.54,1.13402E+11,26427.97083
British Columbia,2007,12,"4,290,984",859428,"343,756",45.55,343756,,440.4,"209,419",110.1,102.6,62.3,62.8,3.9,4.2,2543,0.7,0.172597241,0.143057164,113402,6.97,0,0,5.85,1.13402E+11,26427.97083
British Columbia,2008,1,"4,349,336",860514,"350,593",47.11,350593,,446.8,"210,903",109.9,99,62.3,62.8,4.6,4.2,2523,0.5,0.170331287,0.144909016,118209,8.86,10,1.9,6.18,1.18209E+11,27178.6314
British Columbia,2008,2,"4,349,336",861457,"252,006",47.62,252006,,382,"210,903",110.3,100.3,62.3,62.8,4.5,4.3,3092,0.5,0.170331287,0.144909016,118209,8.86,10,1.9,6.72,1.18209E+11,27178.6314
British Columbia,2008,3,"4,349,336",861752,"265,815",47.24,265815,,385.8,"210,903",110.8,112.7,62.3,62.8,4.4,4.6,3243,0.5,0.170331287,0.144909016,118209,8.86,10,1.9,7.52,1.18209E+11,27178.6314
British Columbia,2008,4,"4,349,336",861932,"203,771",54.12,203771,,252.7,"210,903",111.8,119.7,65.4,65.9,4.6,4.5,3421,0.5,0.170331287,0.144909016,118209,8.86,10,1.9,8.11,1.18209E+11,27178.6314
British Columbia,2008,5,"4,349,336",862354,"79,770",53.07,79770,,179.3,"210,903",112.8,128.2,65.4,65.9,4.7,4.5,3142,0.5,0.170331287,0.144909016,118209,8.86,10,1.9,8.92,1.18209E+11,27178.6314
British Columbia,2008,6,"4,349,336",862580,"84,050",59.33,84050,,110.3,"210,903",113.6,128.2,65.4,65.9,4.1,4.3,3114,0.5,0.170331287,0.144909016,118209,8.86,10,1.9,9.81,1.18209E+11,27178.6314
British Columbia,2008,7,"4,349,336",862571,"97,721",45.31,97721,,26.5,"210,903",114.2,130.9,65.4,65.9,4.8,4.6,2986,0.5,0.170331287,0.144909016,118209,8.86,10,1.9,9.84,1.18209E+11,27178.6314
