prov,year,month,population,ng_customers,ng_sales_cm3,ng_price ,utility_sales,direct_sales,hdd,gdp,cpi,heating_oil,electric_over_5000kw,electric_under_5000kw,unem_unadj,unem_seasonally,building_permits,vacancy_rate,pct15,pct65,disposable_inc,henry_hub,carbon_tonne,carbon_natural_gas,aeco,full_inc,hhld_d_income
Alberta,1990,1,"2,547,788",643750,485615,11.34,,,755.3,"149,568",73.1,,21.1,33.1,7.6,6.9,1384,1.9,0.249349632,0.088167461,39524,,0,0,1.62,39524000000,15513.06467
Alberta,1990,2,"2,547,788",644868,425551,11.27,,,746.9,"149,568",73.4,,21.1,33.4,7.2,6.7,1634,1.9,0.249349632,0.088167461,39524,,0,0,1.64,39524000000,15513.06467
Alberta,1990,3,"2,547,788",646013,355354,11.68,,,551.5,"149,568",73.6,,21.1,33.4,6.8,6.5,2511,1.9,0.249349632,0.088167461,39524,,0,0,1.59,39524000000,15513.06467
Alberta,1990,4,"2,547,788",646665,231947,11.83,,,407.8,"149,568",74.1,,21.8,35,7,6.7,2261,1.9,0.249349632,0.088167461,39524,,0,0,1.53,39524000000,15513.06467
Alberta,1990,5,"2,547,788",646887,153261,13.17,,,255.9,"149,568",74.3,,21.8,35,6.7,6.7,2050,1.9,0.249349632,0.088167461,39524,,0,0,1.55,39524000000,15513.06467
Alberta,1990,6,"2,547,788",647372,86080,16.65,,,118.5,"149,568",74.8,,21.8,35,5.8,6.2,1278,1.9,0.249349632,0.088167461,39524,,0,0,1.5,39524000000,15513.06467
Alberta,1990,7,"2,547,788",647472,81527,17.59,,,69.4,"149,568",75.3,,21.8,35,6.9,6.7,1178,1.9,0.249349632,0.088167461,39524,,0,0,1.5,39524000000,15513.06467
Alberta,1990,8,"2,547,788",649940,86263,17.45,,,69.4,"149,568",75.5,,21.8,35,6.5,6.6,1207,1.9,0.249349632,0.088167461,39524,,0,0,1.48,39524000000,15513.06467
Alberta,1990,9,"2,547,788",652251,103715,16.24,,,135.7,"149,568",75.8,,21.8,35,6.4,7.2,1079,1.9,0.249349632,0.088167461,39524,,0,0,1.48,39524000000,15513.06467
Alberta,1990,10,"2,547,788",656317,254405,12.09,,,453.1,"149,568",76.4,,21.6,34.1,6.9,7.4,1184,1.9,0.249349632,0.088167461,39524,,0,0,1.52,39524000000,15513.06467
Alberta,1990,11,"2,547,788",658655,403157,11.72,,,712.4,"149,568",76.8,,21.6,34.1,7.1,7.6,933,1.9,0.249349632,0.088167461,39524,,0,0,1.58,39524000000,15513.06467
Alberta,1990,12,"2,547,788",659794,527383,11.38,,,944.3,"149,568",76.7,,21.6,34.1,7.5,7.8,539,1.9,0.249349632,0.088167461,39524,,0,0,1.64,39524000000,15513.06467
Alberta,1991,1,"2,592,306",660387,570225,11.18,,,877,"150,229",78.9,,21.9,34.8,8.5,7.7,494,3.1,0.249431587,0.089708159,41077,,0,0,1.64,41077000000,15845.73735
Alberta,1991,2,"2,592,306",660188,316828,12.31,,,513.4,"150,229",78.2,,21.9,34.8,8.1,7.5,662,3.1,0.249431587,0.089708159,41077,,0,0,1.59,41077000000,15845.73735
Alberta,1991,3,"2,592,306",661439,411598,11.44,,,702.5,"150,229",78.6,,21.9,34.8,8.4,8,961,3.1,0.249431587,0.089708159,41077,,0,0,1.49,41077000000,15845.73735
Alberta,1991,4,"2,592,306",661096,221206,12.04,,,367.6,"150,229",78.6,,23.6,36.5,8.3,7.9,1611,3.1,0.249431587,0.089708159,41077,,0,0,1.42,41077000000,15845.73735
Alberta,1991,5,"2,592,306",660579,146577,14.43,,,245.8,"150,229",79.2,,23.6,36.5,8.2,8.2,1520,3.1,0.249431587,0.089708159,41077,,0,0,1.38,41077000000,15845.73735
Alberta,1991,6,"2,592,306",660696,96345,17.17,,,138.5,"150,229",79.5,,25.3,38.3,7.7,8.3,1452,3.1,0.249431587,0.089708159,41077,,0,0,1.3,41077000000,15845.73735
Alberta,1991,7,"2,592,306",661305,71185,22.6,,,54.3,"150,229",79.9,,25.3,38.3,8.5,8.3,1516,3.1,0.249431587,0.089708159,41077,,0,0,1.25,41077000000,15845.73735
Alberta,1991,8,"2,592,306",662368,73114,21.25,,,33.4,"150,229",80,,25.3,38.3,7.9,8.1,1165,3.1,0.249431587,0.089708159,41077,,0,0,1.18,41077000000,15845.73735
Alberta,1991,9,"2,592,306",665061,136559,15.17,,,204.2,"150,229",80,,25.3,38.3,7.5,8.4,1376,3.1,0.249431587,0.089708159,41077,,0,0,1.18,41077000000,15845.73735
Alberta,1991,10,"2,592,306",668576,294075,12,,,519,"150,229",79.8,,25.3,38.3,7.8,8.5,1236,3.1,0.249431587,0.089708159,41077,,0,0,1.22,41077000000,15845.73735
Alberta,1991,11,"2,592,306",660222,410018,12.13,,,670.1,"150,229",80,,25.3,38.3,8.7,9,999,3.1,0.249431587,0.089708159,41077,,0,0,1.33,41077000000,15845.73735
Alberta,1991,12,"2,592,306",671712,450129,11.78,,,713.5,"150,229",79.6,,25.3,38.3,8.8,9.1,1001,3.1,0.249431587,0.089708159,41077,,0,0,1.36,41077000000,15845.73735
Alberta,1992,1,"2,632,672",672527,425309,11.81,,,682.3,"151,229",79.8,,25.3,38.3,10.3,9.4,942,4.8,0.249151053,0.091235065,42066,,0,0,1.36,42066000000,15978.44319
Alberta,1992,2,"2,632,672",673440,387953,11.91,,,676.2,"151,229",80,,25.3,38.3,10.5,9.7,1227,4.8,0.249151053,0.091235065,42066,,0,0,1.26,42066000000,15978.44319
Alberta,1992,3,"2,632,672",674145,308522,12.5,,,481.7,"151,229",80.4,,25.3,38.3,10.1,9.1,2032,4.8,0.249151053,0.091235065,42066,,0,0,1.22,42066000000,15978.44319
Alberta,1992,4,"2,632,672",674474,254002,12.56,,,363.8,"151,229",80.3,,25.3,38.9,9.5,8.9,2001,4.8,0.249151053,0.091235065,42066,,0,0,1.24,42066000000,15978.44319
Alberta,1992,5,"2,632,672",674277,161148,14.22,,,265.7,"151,229",80.4,,25.3,38.9,9.2,9,1907,4.8,0.249151053,0.091235065,42066,,0,0,1.26,42066000000,15978.44319
Alberta,1992,6,"2,632,672",674932,92749,18.03,,,94.5,"151,229",80.5,,25.3,38.9,9.1,9.8,1875,4.8,0.249151053,0.091235065,42066,,0,0,1.28,42066000000,15978.44319
Alberta,1992,7,"2,632,672",675650,86447,18.58,,,108.2,"151,229",80.8,,26,39.6,9.6,9.2,1693,4.8,0.249151053,0.091235065,42066,,0,0,1.21,42066000000,15978.44319
Alberta,1992,8,"2,632,672",677295,106166,17.26,,,134.2,"151,229",80.8,,26,39.6,9.2,9.5,1433,4.8,0.249151053,0.091235065,42066,,0,0,1.28,42066000000,15978.44319
Alberta,1992,9,"2,632,672",680941,171051,14.28,,,275.6,"151,229",80.8,,26,39.6,8.4,9.5,1798,4.8,0.249151053,0.091235065,42066,,0,0,1.28,42066000000,15978.44319
Alberta,1992,10,"2,632,672",684113,260903,12.73,,,416.2,"151,229",80.7,,26,39.6,8.6,9.5,2029,4.8,0.249151053,0.091235065,42066,,0,0,1.45,42066000000,15978.44319
Alberta,1992,11,"2,632,672",686702,380678,11.83,,,601.4,"151,229",81.2,,26.4,39.5,9.9,10.2,1622,4.8,0.249151053,0.091235065,42066,,0,0,1.45,42066000000,15978.44319
Alberta,1992,12,"2,632,672",688490,577207,11,,,978.7,"151,229",81,,26.4,39.5,9.4,9.7,1035,4.8,0.249151053,0.091235065,42066,,0,0,1.44,42066000000,15978.44319
Alberta,1993,1,"2,667,292",689199,571616,11.25,,,964.4,"162,978",81.3,,26.4,39.6,9.9,9,1067,6.1,0.247790268,0.092954202,44536,,0,0,1.46,44536000000,16697.08453
Alberta,1993,2,"2,667,292",690463,452934,12.63,,,745.1,"162,978",81.4,,26.4,39.1,9.6,8.9,1241,6.1,0.247790268,0.092954202,44536,,0,0,1.42,44536000000,16697.08453
Alberta,1993,3,"2,667,292",691249,368087,13.23,,,608.8,"162,978",80.4,,26.3,39.3,10.6,9.7,1720,6.1,0.247790268,0.092954202,44536,,0,0,1.47,44536000000,16697.08453
Alberta,1993,4,"2,667,292",691523,248289,14.42,,,393.5,"162,978",80.8,,26.3,39.6,10.6,9.9,1915,6.1,0.247790268,0.092954202,44536,,0,0,1.53,44536000000,16697.08453
Alberta,1993,5,"2,667,292",691148,129677,18.45,,,194.4,"162,978",81,,26.3,39.6,9.8,9.6,1795,6.1,0.247790268,0.092954202,44536,,0,0,1.59,44536000000,16697.08453
Alberta,1993,6,"2,667,292",691590,104536,20.52,,,143.9,"162,978",81.3,,26.3,39.6,9.1,9.7,1696,6.1,0.247790268,0.092954202,44536,,0,0,1.56,44536000000,16697.08453
Alberta,1993,7,"2,667,292",692620,98493,21.33,,,127.9,"162,978",81.7,,26.3,39.3,10.4,9.9,1692,6.1,0.247790268,0.092954202,44536,,0,0,1.49,44536000000,16697.08453
Alberta,1993,8,"2,667,292",694167,98031,21.44,,,124.4,"162,978",81.7,,26.3,39.3,9.9,9.9,1982,6.1,0.247790268,0.092954202,44536,,0,0,1.5,44536000000,16697.08453
Alberta,1993,9,"2,667,292",697339,157536,17.65,,,237.8,"162,978",81.8,,26.3,39.3,9,10.2,1829,6.1,0.247790268,0.092954202,44536,,0,0,1.55,44536000000,16697.08453
Alberta,1993,10,"2,667,292",700339,225707,15.23,,,386.8,"162,978",81.7,,26.3,39.3,8.4,9.3,1917,6.1,0.247790268,0.092954202,44536,,0,0,1.56,44536000000,16697.08453
Alberta,1993,11,"2,667,292",703506,387139,15.3,,,658.7,"162,978",82.1,,26,39.3,9.1,9.3,1450,6.1,0.247790268,0.092954202,44536,,0,0,1.87,44536000000,16697.08453
Alberta,1993,12,"2,667,292",705643,433175,14.57,,,681,"162,978",82.1,,26,39.3,9.2,9.6,1255,6.1,0.247790268,0.092954202,44536,,0,0,1.94,44536000000,16697.08453
Alberta,1994,1,"2,700,606",710162,615965,13.9,,,955.2,"172,000",82.1,,25.8,37.7,10.2,9.5,781,6.9,0.245760766,0.094548409,45542,,0,0,1.93,45542000000,16863.62246
Alberta,1994,2,"2,700,606",711216,592297,14.11,,,955.3,"172,000",82,,26.7,38.1,9.6,8.9,1040,6.9,0.245760766,0.094548409,45542,,0,0,2.04,45542000000,16863.62246
Alberta,1994,3,"2,700,606",711889,348706,14.5,,,535.2,"172,000",81.8,,26.7,39.3,9.8,9.2,1929,6.9,0.245760766,0.094548409,45542,,0,0,2.07,45542000000,16863.62246
Alberta,1994,4,"2,700,606",711631,243093,15.77,,,372.3,"172,000",82.1,,27,39.6,9.5,8.9,2232,6.9,0.245760766,0.094548409,45542,,0,0,1.82,45542000000,16863.62246
Alberta,1994,5,"2,700,606",711208,143805,18.74,,,226.7,"172,000",82.2,,27,39.5,9.3,9.4,2163,6.9,0.245760766,0.094548409,45542,,0,0,1.8,45542000000,16863.62246
Alberta,1994,6,"2,700,606",711368,104646,20.15,,,130.7,"172,000",82.4,,27,39.5,9,9.6,2086,6.9,0.245760766,0.094548409,45542,,0,0,1.66,45542000000,16863.62246
Alberta,1994,7,"2,700,606",712220,86845,22.25,,,50.8,"172,000",82.9,,27,39.5,9.9,9.2,1516,6.9,0.245760766,0.094548409,45542,,0,0,1.73,45542000000,16863.62246
Alberta,1994,8,"2,700,606",713843,96456,21.18,,,85.6,"172,000",82.9,,27,39.5,8.6,8.4,1353,6.9,0.245760766,0.094548409,45542,,0,0,1.66,45542000000,16863.62246
Alberta,1994,9,"2,700,606",716616,125475,18.74,,,149.6,"172,000",83.3,,27,39.5,7.6,8.7,1478,6.9,0.245760766,0.094548409,45542,,0,0,1.5,45542000000,16863.62246
Alberta,1994,10,"2,700,606",720335,274185,16.3,,,416.3,"172,000",83.1,,27,39.5,7.5,8.3,1366,6.9,0.245760766,0.094548409,45542,,0,0,1.35,45542000000,16863.62246
Alberta,1994,11,"2,700,606",723367,438686,13.48,,,678.1,"172,000",83.2,,27.3,39.7,7.5,7.7,1145,6.9,0.245760766,0.094548409,45542,,0,0,1.53,45542000000,16863.62246
Alberta,1994,12,"2,700,606",724329,537703,13.96,,,825.1,"172,000",83.6,,27.3,39.7,7.2,7.6,917,6.9,0.245760766,0.094548409,45542,,0,0,1.56,45542000000,16863.62246
Alberta,1995,1,"2,734,519",725577,585182,12.98,,,876.7,"177,278",83.6,,26.4,39.3,8.3,7.8,913,6.8,0.243337494,0.096217653,46349,,0,0,1.39,46349000000,16949.59881
Alberta,1995,2,"2,734,519",726289,493562,11.59,,,721.1,"177,278",83.9,,26.4,39.3,8.2,7.6,734,6.8,0.243337494,0.096217653,46349,,0,0,1.25,46349000000,16949.59881
Alberta,1995,3,"2,734,519",726944,441516,11.65,,,669.4,"177,278",84.1,,26.4,39.8,8.2,7.8,1195,6.8,0.243337494,0.096217653,46349,,0,0,1.2,46349000000,16949.59881
Alberta,1995,4,"2,734,519",726361,298969,12.47,,,443.6,"177,278",84.3,,26.9,40,8.4,7.9,1259,6.8,0.243337494,0.096217653,46349,,0,0,1.19,46349000000,16949.59881
Alberta,1995,5,"2,734,519",725737,173211,15.09,,,253.4,"177,278",84.5,,26.9,40,8.1,8.1,1359,6.8,0.243337494,0.096217653,46349,,0,0,1.25,46349000000,16949.59881
Alberta,1995,6,"2,734,519",725430,97679,19.57,,,105.9,"177,278",84.3,,26.9,40,7.1,7.7,1678,6.8,0.243337494,0.096217653,46349,,0,0,1.27,46349000000,16949.59881
Alberta,1995,7,"2,734,519",725652,92904,20.6,,,76.8,"177,278",84.8,,26.9,40,8.8,8,1339,6.8,0.243337494,0.096217653,46349,,0,0,1.1,46349000000,16949.59881
Alberta,1995,8,"2,734,519",727335,118885,18.06,,,150.7,"177,278",84.7,,26.9,40,8.3,8.2,1492,6.8,0.243337494,0.096217653,46349,,0,0,1.07,46349000000,16949.59881
Alberta,1995,9,"2,734,519",729504,135924,16.59,,,189.6,"177,278",84.9,,26.9,40,6.7,7.7,1321,6.8,0.243337494,0.096217653,46349,,0,0,1.2,46349000000,16949.59881
Alberta,1995,10,"2,734,519",732834,277950,12.75,,,432.8,"177,278",84.9,,26.9,40,6.8,7.7,1260,6.8,0.243337494,0.096217653,46349,,0,0,1.25,46349000000,16949.59881
Alberta,1995,11,"2,734,519",735399,474078,11.71,,,739.7,"177,278",85.3,,26.9,40,7.6,7.8,1069,6.8,0.243337494,0.096217653,46349,,0,0,1.29,46349000000,16949.59881
Alberta,1995,12,"2,734,519",736264,623341,10.85,,,960.7,"177,278",85,,26.9,40,7.3,7.8,584,6.8,0.243337494,0.096217653,46349,,0,0,1.39,46349000000,16949.59881
Alberta,1996,1,"2,775,133",736985,722430,10.72,,,1119.6,"181,537",85.1,,26.9,40,8.1,7.6,688,4.5,0.240110654,0.097678562,48167,,0,0,1.62,48167000000,17356.64561
Alberta,1996,2,"2,775,133",737511,503270,11.87,,,754.4,"181,537",85.2,,26.9,40,7.9,7.4,831,4.5,0.240110654,0.097678562,48167,,0,0,1.61,48167000000,17356.64561
Alberta,1996,3,"2,775,133",737761,515204,11.98,,,768.1,"181,537",85.8,,26.9,40.4,7.4,7.1,1242,4.5,0.240110654,0.097678562,48167,,0,0,1.6,48167000000,17356.64561
Alberta,1996,4,"2,775,133",737539,273949,12.24,,,396.2,"181,537",86.2,,28.4,42.4,6.9,6.6,1766,4.5,0.240110654,0.097678562,48167,,0,0,1.51,48167000000,17356.64561
Alberta,1996,5,"2,775,133",737310,233895,13.71,,,334.8,"181,537",86.4,,28.4,42.4,7.2,7,1970,4.5,0.240110654,0.097678562,48167,,0,0,1.41,48167000000,17356.64561
Alberta,1996,6,"2,775,133",737270,122895,19.61,,,138.3,"181,537",86.2,,28.4,42.4,6.8,7.3,1641,4.5,0.240110654,0.097678562,48167,,0,0,1.37,48167000000,17356.64561
Alberta,1996,7,"2,775,133",737235,103029,20.06,,,59.9,"181,537",86.7,,28.4,42.4,7.3,6.9,2178,4.5,0.240110654,0.097678562,48167,,0,0,1.38,48167000000,17356.64561
Alberta,1996,8,"2,775,133",738667,101613,20.27,,,63.3,"181,537",86.8,,28.4,42.4,6.7,6.5,1579,4.5,0.240110654,0.097678562,48167,,0,0,1.38,48167000000,17356.64561
Alberta,1996,9,"2,775,133",741855,198222,14.61,,,269,"181,537",87,,28.4,42.4,6.1,6.8,1348,4.5,0.240110654,0.097678562,48167,,0,0,1.2,48167000000,17356.64561
Alberta,1996,10,"2,775,133",745218,299470,12.86,,,444.8,"181,537",86.8,,28.4,42.4,6.3,6.7,1610,4.5,0.240110654,0.097678562,48167,,0,0,1.28,48167000000,17356.64561
Alberta,1996,11,"2,775,133",748356,545548,11.36,,,868.3,"181,537",87,,28.4,42.4,6.2,6.5,1262,4.5,0.240110654,0.097678562,48167,,0,0,1.79,48167000000,17356.64561
Alberta,1996,12,"2,775,133",749533,677986,10.89,,,1044.6,"181,537",87.1,,28.4,42.4,5.7,6.2,1278,4.5,0.240110654,0.097678562,48167,,0,0,2.36,48167000000,17356.64561
Alberta,1997,1,"2,829,848",750862,680639,13.39,,,1006.2,"193,931",87.7,,28.4,42.4,6.9,6.4,1313,2.5,0.2366014,0.098521546,51847,2.49,0,0,2.77,51847000000,18321.47875
Alberta,1997,2,"2,829,848",751762,467153,15.95,,,626.8,"193,931",87.9,,28.4,42.4,6.8,6.4,1471,2.5,0.2366014,0.098521546,51847,2.49,0,0,2.28,51847000000,18321.47875
Alberta,1997,3,"2,829,848",753014,491736,16.4,,,737.9,"193,931",88.1,,28.4,42.4,6.3,6.3,1923,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.39,51847000000,18321.47875
Alberta,1997,4,"2,829,848",753073,361707,11.7,,,481.6,"193,931",87.8,,28.4,42.3,6.4,6.2,2501,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.44,51847000000,18321.47875
Alberta,1997,5,"2,829,848",753298,213429,14,,,260.1,"193,931",87.9,,28.4,42.3,5.9,5.7,2486,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.57,51847000000,18321.47875
Alberta,1997,6,"2,829,848",753226,139946,16.83,,,108.4,"193,931",88.3,,28.4,42.3,5.3,5.8,2092,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.65,51847000000,18321.47875
Alberta,1997,7,"2,829,848",753689,123562,18.49,,,67.2,"193,931",88.3,,28.4,42.3,6.4,5.8,2165,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.59,51847000000,18321.47875
Alberta,1997,8,"2,829,848",755226,122139,18.39,,,72.3,"193,931",88.3,,28.4,42.3,5.9,5.6,2179,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.57,51847000000,18321.47875
Alberta,1997,9,"2,829,848",759067,145897,17.07,,,141.9,"193,931",88.4,,28.4,42.2,4.9,5.4,2412,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.73,51847000000,18321.47875
Alberta,1997,10,"2,829,848",761967,288615,14.21,,,431.8,"193,931",88.4,,28.4,42.2,5.2,5.5,2348,2.5,0.2366014,0.098521546,51847,2.49,0,0,2.07,51847000000,18321.47875
Alberta,1997,11,"2,829,848",766584,395745,14.39,,,593.6,"193,931",88.3,,28.4,42.2,5.4,5.7,1926,2.5,0.2366014,0.098521546,51847,2.49,0,0,2.37,51847000000,18321.47875
Alberta,1997,12,"2,829,848",768788,442238,14.48,,,654.1,"193,931",88.3,,28.4,42.2,5.1,5.7,1927,2.5,0.2366014,0.098521546,51847,2.49,0,0,1.95,51847000000,18321.47875
Alberta,1998,1,"2,899,066",770137,706293,11.04,,,1052.2,"203,479",88.6,,28.4,42.2,5.7,5.3,1355,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.8,55576000000,19170.31209
Alberta,1998,2,"2,899,066",771596,426988,11.02,,,630,"203,479",87.9,,23.1,38.3,5.6,5.3,1730,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.73,55576000000,19170.31209
Alberta,1998,3,"2,899,066",774084,457555,11.5,,,688.6,"203,479",88.4,,23.1,37.3,5.8,5.4,2409,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.71,55576000000,19170.31209
Alberta,1998,4,"2,899,066",774587,265158,13.99,,,342.1,"203,479",88.8,,23.1,37.3,5.3,5.1,2904,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.84,55576000000,19170.31209
Alberta,1998,5,"2,899,066",774873,140691,18.02,,,158.3,"203,479",89,,23.1,35.4,5.7,5.4,2624,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.84,55576000000,19170.31209
Alberta,1998,6,"2,899,066",779140,139591,18.14,,,149.4,"203,479",89.7,,23.1,35.4,4.9,5.5,2980,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.71,55576000000,19170.31209
Alberta,1998,7,"2,899,066",777424,105053,20.12,,,36.9,"203,479",89.7,,23.1,34.6,5.7,5.3,2910,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.83,55576000000,19170.31209
Alberta,1998,8,"2,899,066",778715,96026,21.96,,,34.3,"203,479",89.7,,23.1,34.6,5.7,5.3,2449,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.78,55576000000,19170.31209
Alberta,1998,9,"2,899,066",782360,140031,18.71,,,179.8,"203,479",89.4,,23.1,34.6,5.7,6.2,2654,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.56,55576000000,19170.31209
Alberta,1998,10,"2,899,066",786476,254775,16.22,,,363.6,"203,479",89.5,,23.1,34.6,5.7,6.2,2278,1.2,0.232900527,0.098858736,55576,2.09,0,0,1.86,55576000000,19170.31209
Alberta,1998,11,"2,899,066",789650,451897,14.81,,,675,"203,479",89.5,,23.1,34.6,5.8,6.1,1978,1.2,0.232900527,0.098858736,55576,2.09,0,0,2.19,55576000000,19170.31209
Alberta,1998,12,"2,899,066",791654,580579,14.27,,,880.9,"203,479",89.7,,23.1,34.7,5.4,5.9,1693,1.2,0.232900527,0.098858736,55576,2.09,0,0,2.22,55576000000,19170.31209
Alberta,1999,1,"2,952,692",785770,653255,15.27,,,903.9,"206,002",89.9,,26.5,37.8,6.4,5.9,1184,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.04,57988000000,19639.02771
Alberta,1999,2,"2,952,692",788497,491403,15.97,,,654.5,"206,002",89.9,,26.5,37.8,6.2,5.9,1610,2.5,0.228580563,0.099636874,57988,2.27,0,0,1.9,57988000000,19639.02771
Alberta,1999,3,"2,952,692",787413,459612,15.93,,,659.7,"206,002",90.1,,26.5,37.8,6.1,5.7,2434,2.5,0.228580563,0.099636874,57988,2.27,0,0,1.8,57988000000,19639.02771
Alberta,1999,4,"2,952,692",788291,350750,15.33,,,392.8,"206,002",90.3,,26.2,37.6,6.1,5.7,2155,2.5,0.228580563,0.099636874,57988,2.27,0,0,1.9,57988000000,19639.02771
Alberta,1999,5,"2,952,692",788783,228583,17.48,,,288.2,"206,002",91,,26.2,37.6,6.4,6.1,2758,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.21,57988000000,19639.02771
Alberta,1999,6,"2,952,692",789057,155623,19.72,,,165.3,"206,002",91.2,,26.2,37.6,4.9,5.4,3004,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.22,57988000000,19639.02771
Alberta,1999,7,"2,952,692",792934,127659,21.25,,,130,"206,002",91.4,,26.2,37.6,6.1,5.5,2738,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.33,57988000000,19639.02771
Alberta,1999,8,"2,952,692",791067,108361,24.22,,,75.7,"206,002",92.1,,26.2,37.6,6.3,5.8,2504,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.6,57988000000,19639.02771
Alberta,1999,9,"2,952,692",794669,149168,23.6,,,237.1,"206,002",92.6,,26.2,37.6,5.4,5.9,2178,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.86,57988000000,19639.02771
Alberta,1999,10,"2,952,692",795565,249288,21.6,,,400.8,"206,002",92.7,,26.2,37.6,4.8,5.2,1968,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.72,57988000000,19639.02771
Alberta,1999,11,"2,952,692",799289,356847,19.09,,,570.4,"206,002",92.3,,26.2,37.6,5.1,5.4,2091,2.5,0.228580563,0.099636874,57988,2.27,0,0,3.06,57988000000,19639.02771
Alberta,1999,12,"2,952,692",802987,447095,18.05,,,631.2,"206,002",92.7,,26.2,37.6,4.9,5.5,1735,2.5,0.228580563,0.099636874,57988,2.27,0,0,2.54,57988000000,19639.02771
Alberta,2000,1,"3,004,198",804417,642072,17.31,,,928.1,"218,678",92.4,,26.2,37.9,5.4,5,1868,1.3,0.224380683,0.100594568,63292,4.31,0,0,2.5,63292000000,21067.85239
Alberta,2000,2,"3,004,198",805743,567957,16.67,,,776.4,"218,678",92.3,,26.2,37.9,5,4.9,1437,1.3,0.224380683,0.100594568,63292,4.31,0,0,2.62,63292000000,21067.85239
Alberta,2000,3,"3,004,198",833578,464175,16.46,,,618.6,"218,678",93.3,,26.2,37.9,5.1,5.1,2396,1.3,0.224380683,0.100594568,63292,4.31,0,0,2.72,63292000000,21067.85239
Alberta,2000,4,"3,004,198",833485,392970,17.84,,,420.8,"218,678",93.3,,28.8,35.2,5.2,4.9,2633,1.3,0.224380683,0.100594568,63292,4.31,0,0,3.1,63292000000,21067.85239
Alberta,2000,5,"3,004,198",831243,279145,20.97,,,284.6,"218,678",93.9,,28.8,35.7,4.8,4.8,2898,1.3,0.224380683,0.100594568,63292,4.31,0,0,3.35,63292000000,21067.85239
Alberta,2000,6,"3,004,198",831144,187832,24.7,,,158.8,"218,678",94.3,,28.8,35.7,4.4,4.9,3157,1.3,0.224380683,0.100594568,63292,4.31,0,0,4.33,63292000000,21067.85239
Alberta,2000,7,"3,004,198",834946,152712,27.3,,,61.5,"218,678",95.2,,28.8,35.8,5.9,5.2,1720,1.3,0.224380683,0.100594568,63292,4.31,0,0,4.42,63292000000,21067.85239
Alberta,2000,8,"3,004,198",832543,131446,31.92,,,106.2,"218,678",95.3,,28.8,36.2,5.8,5.3,2676,1.3,0.224380683,0.100594568,63292,4.31,0,0,3.93,63292000000,21067.85239
Alberta,2000,9,"3,004,198",835864,194086,30.07,,,233.7,"218,678",95.9,,28.8,36.7,4.3,4.8,1928,1.3,0.224380683,0.100594568,63292,4.31,0,0,4.66,63292000000,21067.85239
Alberta,2000,10,"3,004,198",835947,312058,28.36,,,415.9,"218,678",96,,28.8,36.7,4.4,4.7,2279,1.3,0.224380683,0.100594568,63292,4.31,0,0,5.53,63292000000,21067.85239
Alberta,2000,11,"3,004,198",848050,444497,28.74,,,674.3,"218,678",96.3,,29.1,36.8,4.8,5,1985,1.3,0.224380683,0.100594568,63292,4.31,0,0,5.79,63292000000,21067.85239
Alberta,2000,12,"3,004,198",850934,573143,29.07,,,924.7,"218,678",96.3,,29.1,36.8,4.6,5,1534,1.3,0.224380683,0.100594568,63292,4.31,0,0,8.28,63292000000,21067.85239
Alberta,2001,1,"3,058,108",844421,562234,30.47,,,647.3,"222,271",93.4,,29.1,45.3,5.6,5.2,1576,1,0.220109623,0.101503936,71787,3.96,0,0,11.21,71787000000,23474.31811
Alberta,2001,2,"3,058,108",844929,545814,36.16,,,827,"222,271",95.7,,29.1,45.3,4.8,4.8,1962,1,0.220109623,0.101503936,71787,3.96,0,0,8.05,71787000000,23474.31811
Alberta,2001,3,"3,058,108",849344,474492,34.3,,,590.8,"222,271",95.6,,29.1,45.3,5,4.9,2059,1,0.220109623,0.101503936,71787,3.96,0,0,6.48,71787000000,23474.31811
Alberta,2001,4,"3,058,108",870189,345104,37.01,,,421.4,"222,271",95.7,,29.1,45.4,5,5,2659,1,0.220109623,0.101503936,71787,3.96,0,0,6.59,71787000000,23474.31811
